S.No.,Name,CMP Rs.,P/E,Mar Cap Rs.Cr.,Qtr Sales Var %,Qtr Profit Var %,QoQ Sales %,QoQ Profits %,Prom. Hold. %,DII Hold %,FII Hold %,Exp Qtr Sales Var %,RSI Rs.,MACD Signal Rs.,Change in Prom Hold %,ROCE,SYMBOL
886,Hitachi Energy,7178.75,301.44,30424.74,23.24,401.53,3.77,-7.15,75,8.49,4.06,15.22,71.81,189.89,0,12.91,POWERINDIA
887,Sandesh,1170.05,6.92,885.73,-8.4,74.06,25.93,122.44,74.81,0,0,-14.25,43.18,-34.8,0,12.86,SANDESH
888,Pritika Auto,32.6,42.07,519.52,-8.98,6.07,-24.41,-16.21,65.8,0,4.09,9.97,39.34,-2.76,17.25,12.82,PRITIKAUTO
889,FDC,429.75,24.17,6996.76,11.94,94.47,-5.8,13.44,69.66,7.76,2.43,13.82,45.66,-0.89,0,12.81,FDC
890,Piccadily Agro,305.45,60.12,2881.59,55.05,219.79,55.66,299.64,70.97,0.04,0,25.81,39.79,-3.54,0,12.8,530305
891,Allied Digital,139.9,18.75,773.57,-1.77,-39.32,0.5,2.01,52.26,0.01,1.08,4.25,43.44,-5.84,-0.13,12.77,ADSL
892,Gateway Distri,102.9,19.78,5141.34,14.05,13.34,-1.55,-18.97,32.32,41.56,13.43,8.46,49.24,-2.41,0,12.76,GATEWAY
893,Filatex India,61.65,28.98,2736.37,1.17,1181.02,-2.25,51.95,64.76,0,5.89,-0.78,49.07,-1,0,12.73,FILATEX
894,Jagatjit Inds.,167.5,63.39,781.61,23.41,-84.24,7.23,-73.95,88.03,0.01,0,11.93,39.05,-9.71,0,12.71,507155
895,Lux Industries,1115.55,33.43,3354.65,-2.66,17.69,-30.1,-45.71,74.19,6.94,0.95,4.48,35.39,-22.68,0,12.71,LUXIND
896,Cheviot Company,1299,11.46,781.59,-16.37,40.55,-21.6,-8.94,74.83,0.15,0.27,-19.73,43.83,-31.06,0,12.7,CHEVIOT
897,Wim Plast,511.85,11.83,614.39,9.37,33.96,9.28,-12.04,55.99,3.82,0,0.91,31.27,-19.85,0,12.7,526586
898,M & M,1878.8,20.99,233634.2,15.28,14.07,2.51,19.85,19.32,26.26,40.86,18.63,53.54,28.81,-0.01,12.69,M&amp;M
899,Kalyan Jewellers,385.2,72.08,39677.64,34.47,21.51,18.32,33.74,60.55,5.48,26.21,28.68,52.35,3.52,0,12.69,KALYANKJIL
900,Tata Steel,151.8,97.98,189499.94,-3.1,139.9,-0.66,108.02,33.19,23.07,19.37,-6.46,56.9,2.05,-0.72,12.63,TATASTEEL
901,Ambuja Cements,589.35,35.9,117024,2.81,54.63,9.49,10.36,63.19,15.56,11.88,4.11,51.29,4.82,0.04,12.62,AMBUJACEM
902,Arvind Ltd,278.9,22.74,7296.87,-4.62,15.69,-1.74,12.03,41.14,14.23,12.63,-12.87,52.74,-6.01,0,12.6,ARVIND
903,Indian Hotels Co,557.05,67.79,79292.29,16.49,18.12,37.02,166.49,38.12,22.19,23.28,33.8,50.57,9.61,-0.07,12.58,INDHOTEL
904,Anupam Rasayan,887.8,63.14,9746.79,-24.62,-57.1,-24.64,-46.57,61.41,2.51,9.13,13.1,37.17,-5.09,0.68,12.57,ANURAS
905,Ravindra Energy,76.84,55.85,1185.1,-69.89,104.76,-37.96,-95.02,74.99,0,0.07,-65.08,45.37,-3.43,0,12.56,504341
906,Huhtamaki India,308.85,21.82,2332.49,-12.85,107.36,-8.87,914.63,67.73,1.32,0.89,-14.29,40.62,-5.85,0,12.52,HUHTAMAKI
907,Stove Kraft,432.2,56.04,1428.5,11.42,-13.22,-4.79,-59.1,55.88,3.02,0.42,4.47,40.72,-5.16,-0.04,12.51,STOVEKRAFT
908,Rajoo Engineers,204.35,69.47,1257.38,64.02,147.19,12.09,7.94,66.52,0,0.4,49.39,53.85,-2.94,0.19,12.46,522257
909,Alicon Cast.,822.55,26.27,1325.28,12.08,7.24,6.28,15.37,55.71,9,0.25,4.28,37.41,-26.44,0,12.46,ALICON
910,Jindal Poly Film,505.45,,2213.18,10.95,79.91,-4.82,-259.65,74.55,0.04,3.08,-27.24,35.56,-24.94,0,12.46,JINDALPOLY
911,5Paisa Capital,487.85,24.12,1521.21,19.7,36.93,3.47,-20.75,32.84,0.2,22.37,11.76,33.64,-21.53,-0.43,12.42,5PAISA
912,Gensol Engineer.,923.5,64.67,3497.56,337.52,1739.25,3.93,11.86,62.6,0.84,2.94,,45.5,-52.69,-2.07,12.38,GENSOL
913,Bharti Airtel,1236.1,64.16,731724.45,5.85,34.27,2.31,37.42,54.57,19.51,22.69,10.35,68.6,23.47,-0.18,12.3,BHARTIARTL
914,Dalmia Bharat,361.15,11.77,2923.51,-2.73,-0.37,-20.26,18.25,74.91,0.08,1.07,,37.63,-9.12,0,12.3,DALMIASUG
915,Prince Pipes,562.8,29.86,6222.38,-12.36,6.33,-5.76,-46.72,60.94,18.41,5.74,-8.42,46.07,-25.77,0,12.28,PRINCEPIPE
916,EPL Ltd,183.05,21.18,5827.93,3.2,37.1,-2.65,67.56,51.5,14.52,9.89,7.04,41.46,-2.17,-0.02,12.22,EPL
917,Nuvama Wealth,4229.45,28.2,14930.32,45.3,101.65,14.33,21.52,55.95,0.92,7.16,,56.3,74.19,-0.24,12.2,NUVAMA
918,PTC Industries,7630.35,282.25,10358.42,-2.62,32.68,-3.58,-0.74,63.99,0.44,3.78,22.67,43.59,-39.22,-3.04,12.18,PTCIL
919,Rane (Madras),690.85,8.58,1123.69,-10.66,-63.78,-14.76,-48.85,72.65,0.63,0,5.98,39.67,-22.49,0,12.16,RML
920,AGS Transact,68.85,,841.71,-10.03,-223.63,-0.74,74.75,65.52,3.85,0.44,-5.49,28.97,-7.18,0,12.16,AGSTRA
921,Shriram Finance,2330.7,13.19,87586.03,19.31,3.74,4.69,4.56,25.43,15.77,53.97,26.68,47.26,-4.71,-0.02,12.13,SHRIRAMFIN
922,Finkurve Fin.,52.66,49.74,668.04,68.14,12.36,2.52,12.61,54.61,0,5.84,121.09,45.9,-2.35,0,12.1,508954
923,Apollo Micro Sys,102.85,107.6,2904.06,10.92,27.81,4.8,52.72,53.21,0.01,11.01,20.82,39.15,-5.31,0.54,12.07,APOLLO
924,Muthoot Finance,1424.35,14.68,57181.81,19.1,13.93,3.53,3.66,73.35,14.61,8.34,17.24,59.98,-1.52,0,12.06,MUTHOOTFIN
925,CreditAcc. Gram.,1381.3,16.36,22009.18,42.33,63.8,3.63,1.21,66.66,15.79,12,59.08,40.97,-46.29,-0.03,12.06,CREDITACC
926,Kokuyo Camlin,115.65,27.5,1160.01,-2.7,59.14,-13.76,-41.24,74.99,0.04,0.55,14.38,34.08,-5.53,0,12.05,KOKUYOCMLN
927,Universal Cables,420.05,14.47,1457.38,-21.06,-1.84,-5.63,105.67,61.89,5.25,0.34,-7.94,43.35,-19.67,0,12.02,UNIVCABLES
928,Electronics Mart,193.7,41.51,7452.58,20.72,109,36.21,22.45,72.97,16.5,4.99,14.76,44.65,-5.76,0,12,EMIL
929,Solex Energy,853.15,175.01,682.52,,,-34.07,-76.97,70.65,0,0,,61.04,26.36,0,11.99,SOLEX
930,Salzer Electron.,866.95,37.61,1507,9.38,28.54,-4.1,32.52,37.21,0.14,3.7,18.2,73.36,49.16,2.08,11.96,SALZERELEC
931,Orient Cement,204.15,24.03,4182.4,2.6,63.48,4.26,82.66,37.9,13.14,6.71,11.03,35.18,-13.93,0,11.96,ORIENTCEM
932,HP Adhesives,97.7,48.05,897.62,-0.76,43.53,-12.54,-0.57,71.35,3.72,0.71,4.47,38.57,-3.42,0,11.96,HPAL
933,Everest Kanto,132.65,12.22,1488.43,28.5,5928.58,10.08,39.01,67.39,0.79,0.63,-11.15,42.74,-5.27,0,11.94,EKC
934,Krsnaa Diagnost.,629.65,39.13,2033.12,30.94,-19.44,3.2,20.16,27.03,16.59,3.44,20.42,49.09,-24.2,-0.77,11.94,KRSNAA
935,Bannari Amm.Sug.,2351,16.34,2948.08,-17.61,66.63,28,39.46,58.7,0,0.26,10.24,40.69,-35.66,0,11.93,BANARISUG
936,TVS Holdings,8050.15,20.44,16287.15,17.95,89.56,-4.55,16.39,74.45,12.2,1.13,20.04,34.74,-40.12,0,11.93,TVSHLTD
937,Advanced Enzyme,358,28.6,4003.3,13.25,49.66,1.96,20.74,43.62,6.98,22.54,13.61,43.01,-8,-2.3,11.93,ADVENZYMES
938,Nitin Spinners,340.4,14.62,1913.73,39.69,0.54,1.77,0.16,56.41,13.32,1.09,16.6,48.5,-5.59,0,11.9,NITINSPIN
939,Tracxn Technolo.,87.75,30.72,908.57,4.4,55.24,-1.63,2.3,34.93,13.36,3.37,10.77,41.32,-4.53,-0.29,11.9,TRACXN
940,Max Financial,944.05,75.77,32580.56,38.9,-33.96,21.56,0.52,6.53,36.89,50.89,56.06,45.66,4.48,0,11.89,MFSL
941,Trident,38.65,46.79,19696.3,11.81,-24.57,2.1,21.04,73.19,0.06,2.55,3.76,44.23,-1.55,0,11.88,TRIDENT
942,Bright Outdoor,481.15,,670.18,27.97,131.92,-25.56,43.57,69.76,0,6.74,,50.61,-10.3,-2.96,11.88,543831
943,Skipper,295.3,44.69,3201.72,80.19,150.07,3.78,-6.32,66.26,0.22,7.17,52.79,52.88,-7.57,-5.63,11.87,SKIPPER
944,Bajaj Healthcare,303.45,29.06,837.47,-18.1,-67.04,7.27,36.42,67.73,0.48,0.74,-23.16,40.27,-7.26,0.04,11.87,BAJAJHCARE
945,Garware Hi Tech,1774.4,21.86,4122.36,39.85,83.82,14.23,21.72,60.72,3.77,0.12,13.98,50.84,-29.52,0,11.86,GRWRHITECH
946,Sunflag Iron,193.65,24.88,3489.95,-1.8,-39.73,-0.49,-7.25,51.16,0.08,0.93,3.07,45.55,-6.57,0,11.86,SUNFLAG
947,Relaxo Footwear,830.8,102.19,20681.82,4.65,28.14,-0.36,-12.72,71.27,8.86,3.39,8,47.01,-4.72,0,11.85,RELAXO
948,D B Corp,263.5,13.64,4692.73,13.94,156.79,10.01,23.66,71.94,4.63,13.35,11.9,44.13,-10.6,-0.01,11.82,DBCORP
949,Bajaj Finance,6760.9,30.36,418497.22,31.28,22.4,5.85,2.48,54.78,14.01,20.92,32.94,59.39,-75.57,-1.09,11.77,BAJFINANCE
950,Bliss GVS Pharma,115.7,13.82,1211.27,-2.43,-1.18,-5.27,-32.47,34.97,6.6,15.35,5.09,49.64,-3.38,-0.09,11.75,BLISSGVS
951,JBM Auto,1869.85,146.28,22110.44,41.25,41.74,9.35,6.48,67.53,0.04,2.82,18.24,43.62,-35.34,0,11.75,JBMA
952,K E C Intl.,672.25,64.68,17282.77,14.45,450.4,11.28,73.51,51.88,26.95,10.9,20.78,47.19,6.07,0,11.75,KEC
953,Selan Expl. Tech,445.05,26.18,676.48,52.02,-20.76,11.18,-35.99,30.46,0,3.71,23.73,42.03,-17.32,0,11.74,SELAN
954,Manappuram Fin.,172.9,7.17,14634.86,34.41,46.08,6.87,2.61,35.2,12.15,28.95,29.46,49.35,-2.8,0,11.74,MANAPPURAM
955,Tata Power Co.,390.7,36.46,124841.92,3.69,0.85,-6.91,5.77,46.86,16.11,9.85,6.41,52.84,4.51,0,11.74,TATAPOWER
956,AVG Logistics,554.1,17.63,652.47,17.2,255.56,5.85,179.07,54.11,1.44,6.52,7.52,51.65,24.46,-7.11,11.73,AVG
957,Prime Securities,181.25,29.66,603.36,12.85,105.44,16.3,100.76,0,0.04,7.04,58.97,51.96,-0.96,0,11.65,PRIMESECU
958,Greenply Industr,232.7,62.3,2878.47,44.99,-25.06,2.16,93.17,51.97,29.76,4.1,21.32,43.82,-2.42,-0.15,11.63,GREENPLY
959,Tata Chemicals,1046.4,15.38,26658.09,-10.08,-60.25,-6.7,-60.81,37.98,20.44,14.07,4.92,48.08,27.41,0,11.63,TATACHEM
960,Indian Hume Pipe,267.1,28.16,1407.13,-21.3,19.68,-0.09,46.85,72.34,2.21,0.68,-0.9,47.81,0.14,0,11.62,INDIANHUME
961,Polyplex Corpn,810.25,68.71,2543.57,-19.74,-88.1,-4.87,-64.62,26.7,2.27,8.29,-19.7,38.69,-40.47,-24.28,11.62,POLYPLEX
962,Radico Khaitan,1643.3,93.01,21973.44,46.55,29.45,25.5,19.34,40.26,23.99,19.01,25.99,55.32,-18.52,0,11.61,RADICO
963,Larsen & Toubro,3617.8,39.31,497313.52,18.84,18.61,8.04,-6.57,0,37.34,25.5,19.95,57.02,33.5,0,11.6,LT
964,Sh.Pushkar Chem.,169.8,14.6,537.01,13.65,49.02,-5.71,-9.7,68.6,0.75,1.35,3.33,40.56,-7.1,0,11.55,SHREEPUSHK
965,IIFL Finance,334.25,7.07,12753.26,24.83,29.64,6.94,3.74,24.79,8.27,31.27,20.88,21.67,-58.48,-0.02,11.54,IIFL
966,XT Global Infot.,41.8,40.87,555.81,-12.46,17.69,-3.99,-9.47,62.83,0,0,-6.56,47.64,-0.45,0,11.52,531225
967,Laxmi Organic,246.45,67.63,6796.62,6.06,-0.15,6.44,153.87,69.83,3.53,0.67,-3.79,50.28,-8.53,-2.56,11.52,LXCHEM
968,NGL Fine Chem,2167.4,36.99,1339.45,21.5,46.14,6.76,-18.87,73.06,0,0.04,12.4,58.84,16.5,0,11.5,NGLFINE
969,Trent,3948.6,172.78,140367.78,50.5,139.42,16.24,62.52,37.01,14.82,25.91,52.65,54.78,108.14,0,11.5,TRENT
970,BMW Industries,58.35,21.58,1313.38,1.52,-33.55,-9.72,-34.95,74,0,0.01,9.9,46.44,-3.32,0,11.5,542669
971,Everest Inds.,1094.35,87.75,1727.86,-10.39,-83.7,14.3,113.87,50.28,0.03,10.46,2.58,38.4,-34.61,-0.02,11.49,EVERESTIND
972,Vardhman Textile,439.3,21.54,12703.45,-1.73,56.47,-2.83,18.92,64.13,16.84,6.37,-7.56,55.9,0.74,0.02,11.49,VTL
973,Artemis Medicare,173.9,51.79,2362.61,15.91,6.67,-3.07,-16.41,68.03,1.96,0.11,21.23,56.91,-4.84,0,11.45,ARTEMISMED
974,United Breweries,1730.55,135.16,45755.74,13.11,172.56,-3.47,-19.94,70.84,16.06,6.71,4.88,51.54,-11.42,-0.16,11.44,UBL
975,Ashok Leyland,166.65,20.75,48933.89,6.66,74.3,-2.94,6.95,51.47,14.66,20.48,19.09,46.59,-2.41,0,11.43,ASHOKLEY
976,MAS FINANC SER,290.3,20.01,4760.52,30.14,23.95,9.55,3.99,73.73,14.46,1.77,36.49,38.58,-9.85,0,11.41,MASFIN
977,CESC,119.7,11.26,15867.08,3.68,-11.91,-25.46,-17.08,52.11,21.44,11.95,6.13,44.46,-3.67,0,11.39,CESC
978,Paisalo Digital,61.45,33.28,5518.48,49.33,102.44,26.2,18.89,49.05,13.02,15.08,29.18,39.81,0.5,5.18,11.38,PAISALO
979,Aditya Birla Cap,175.05,16.87,45513.38,26.84,2.79,13.98,4.9,68.98,8.37,9.77,21.89,45.97,-1.31,-0.01,11.38,ABCAPITAL
980,Shaily Engineer.,483.3,46.3,2216.78,16.28,156.08,0.55,34.07,43.81,12.99,7,-1.83,49.41,14.27,0,11.37,SHAILY
981,Spectrum Electr.,1500,183.32,2340.99,,,2.7,24.43,74.88,0.31,2.41,,46.94,-37.19,3.43,11.35,SPECTRUM
982,Hindalco Inds.,547.75,13.12,123091.29,-0.65,71.15,-2.51,6.15,34.64,25.06,27.89,-3.14,57.76,-3.78,0,11.34,HINDALCO
983,India Nipp.Elec.,634.3,27.03,1434.88,14.51,-10.91,-5.71,-31.13,70.37,0,0.15,6.24,41.55,-10.67,0,11.34,INDNIPPON
984,Vascon Engineers,63.75,14.01,1410.9,10.33,13.66,29.09,-10.16,31.62,0.14,0.11,19.08,42.27,-4.69,-0.58,11.34,VASCONEQ
985,Indus Towers,271.3,13.1,73113.64,4.94,451.08,-0.47,18.99,69,7.08,20.71,-1.99,65.27,6.25,0,11.33,INDUSTOWER
986,Escorts Kubota,2750.65,29.99,30394.2,2.19,57.08,13.71,27.19,67.64,10.54,5.01,11.08,41.31,-40.4,0,11.31,ESCORTS
987,Bharat Parenter.,1150.25,43.27,664.23,1.36,47.37,0.02,49.79,73.84,0.01,0,41.91,52.39,60.81,0,11.3,541096
988,Bajaj Finserv,1587.55,32.48,253291.83,33.48,21.08,11.59,7.71,60.69,7.48,7.91,32.41,49.28,-6.5,0,11.28,BAJAJFINSV
989,Borosil,374.3,45.85,4288.81,45.99,194.86,28.77,101.19,70.18,1.39,0.78,20.22,49,2.27,-0.03,11.22,BOROLTD
990,Pavna Industries,504.2,48.55,614.16,-10.61,12.99,4.86,-20,70.44,0,0,,45.16,5.34,0,11.21,PAVNAIND
991,INDIA SHELTE FIN,570.75,39.42,6109.94,39.08,54.86,2.41,3.48,48.3,12.61,5.84,,43.37,-13.89,-8.44,11.18,INDIASHLTR
992,Ipca Labs.,1196.05,59.14,30344.29,32.79,27.29,0.93,61.92,46.29,34.19,10.27,20.65,54.61,0.56,0,11.17,IPCALAB
993,Zodiac Energy,364.95,77.85,534.05,88.06,158.77,36.36,99.32,72.86,0,0,39.15,53.79,21.93,0,11.16,ZODIAC
994,Muthoot Microfin,200.35,20.84,3415.81,52.84,119.04,3.09,13.69,55.47,2.8,27.59,,27.82,-8.66,,11.14,MUTHOOTMF
995,JK Tyre & Indust,415.3,15.03,10827.85,2.07,201.79,-5.38,-8.67,53.13,5.79,12.21,4.36,30.86,-12.56,-3.13,11.13,JKTYRE
996,Vaibhav Global,378.1,47.54,6262.22,22.75,27.94,26.01,62.21,57.24,5.37,22.05,10.37,39.62,-20.1,0.11,11.12,VAIBHAVGBL
997,Krishana Phosch.,251.15,36.99,1520.78,395.03,-20.26,-13.08,-80.83,69.88,0,0,259.28,52.73,5.33,3.66,11.1,KRISHANA
998,Jay Bharat Maru.,117.05,36.89,1267.07,2.15,-1.96,-10.73,-25.2,59.35,0.03,3.63,0.23,47.85,-4.53,0,11.09,JAYBARMARU
999,Veljan Denison,3418,44.58,769.05,17.57,64.4,1.48,22.92,74.98,0,0,6.26,84.93,71.12,0,11.09,505232
1000,NCL Industries,191.95,10.74,868.24,20.49,25.93,17.21,81.43,44.48,0.03,4.88,12.55,34.63,-11.04,0.01,11.08,NCLIND
1001,John Cockerill,3419.35,53.74,1689.16,20.35,-9.31,32.54,47.85,75,0,0,255.83,56.21,9.44,0,11.08,500147
1002,Rane Holdings,1081.8,11.92,1544.81,-4.26,-10.88,-9.81,-5.95,46.57,1.7,0.41,7.93,44.32,-24.04,0,11.08,RANEHOLDIN
1003,Jindal Saw,435.3,9.91,13918.9,9.65,257.24,3.47,43.91,63.26,2.27,15.22,25.3,43.99,-18.98,0,11.04,JINDALSAW
1004,Giriraj Civil,467.25,249.48,1117.69,,,-32.83,-44.44,51.1,0,0,,36.56,-54.72,-4.4,11.04,GIRIRAJ
1005,Sterlite Tech.,117.8,46.68,4701.59,-29.79,-167.49,-11.51,-284.38,53.99,1.96,4.75,-0.92,33.35,-4.67,-0.01,10.99,STLTECH
1006,Paradeep Phospha,68.05,62.71,5544.3,-41,-39.76,-29.54,21.79,56.08,22.02,5.08,31.72,36.72,-1.9,0,10.97,PARADEEP
1007,Hatsun Agro,1082.95,100.46,24122.52,11.35,23.6,-0.94,-26,73.11,9.7,2.9,9.19,39.88,-1.41,0,10.95,HATSUN
1008,Ugro Capital,224,20.63,2077.94,47.3,147.94,9.46,12.6,2.24,4.46,19.77,68.91,34.86,-9.8,0,10.93,UGROCAP
1009,EFC (I),332.8,44.58,1656.57,553.8,405.5,76.02,90.79,45.57,0,7.01,,36.04,-22.26,-11.24,10.93,512008
1010,TransIndia Real,48.3,44.8,1186.71,-29.61,165.24,2.69,-91.34,69.92,1.31,7.68,,46.79,-1.67,0,10.9,TREL
1011,Heubach Colorant,444.95,23.07,1027.02,-1.22,-4.77,-12.11,-50.43,54.37,1.28,0.31,-3.35,35.45,-24.65,0,10.89,HEUBACHIND
1012,Chembond Chem.,494.3,13.91,664.75,3.6,63.52,2.3,-12.12,67.55,0.98,1.1,13.17,51.78,-12.79,0.01,10.89,CHEMBOND
1013,Apeejay Surrend.,198.25,88.37,4230.14,12.65,49.08,17.12,81.88,68.14,13.32,5.02,,50.75,-4.86,,10.89,PARKHOTELS
1014,Rajesh Exports,284.75,11.47,8407.53,-30.69,-97.05,72.01,-72.57,54.55,11.07,15.78,20.49,35.54,-12.75,0.5,10.86,RAJESHEXPO
1015,Thirumalai Chem.,245.5,,2513.63,-3.21,-376.75,-9.25,-282.83,41.98,0.17,1.88,-12.04,55.46,-0.97,-0.19,10.86,TIRUMALCHM
1016,Ultramarine Pig.,351.25,19.26,1025.65,-1.3,-34.38,1.66,-22.11,41.08,0.82,0.84,-6.23,40.62,-9.68,-0.6,10.83,506685
1017,Gujarat Alkalies,696,,5111.42,-17.98,-232.06,-5.19,-526.67,46.28,2.17,2.07,-12.11,29.74,-21.98,0,10.8,GUJALKALI
1018,Oriental Carbon,700.85,15.71,700.16,-13.52,-42.46,-7.06,-25.2,51.76,11.75,0.74,-13.9,36.66,-20.94,0,10.79,OCCL
1019,Wheels India,589.55,32.75,1440.45,12.3,-17.14,-5.72,175.16,58.31,18.32,0.19,8.22,43.99,-16.17,0,10.79,WHEELS
1020,ISMT,88.85,15.47,2669.95,7.37,114.02,-14.21,20.38,74.95,0.31,0.07,7.57,46.61,-2.24,0,10.78,ISMTLTD
1021,ISGEC Heavy,894.15,25.43,6574.64,-6.55,-1.65,1.32,4.52,62.43,8.73,3.53,9.23,50.68,-23.45,0,10.74,ISGEC
1022,Amber Enterp.,3552.9,83.43,11971.05,-3.97,-103.39,39.66,90.97,40.31,14.67,28.29,24.6,47.92,-117.9,0,10.71,AMBER
1023,Adit.Birla Money,95.45,12.29,539.38,51.48,73.54,5.13,27.1,73.53,0,0,34.75,35.8,-5.06,0,10.7,BIRLAMONEY
1024,Heidelberg Cem.,197.85,29.01,4483.54,12.41,463.98,7.18,-12.09,69.39,10.01,4.33,5.54,39,-5,0,10.67,HEIDELBERG
1025,Zuari Industries,319.15,107.03,950.47,-54.11,-200.8,-56.91,2297.98,56.81,0.01,1.49,5.68,60.35,5.61,0,10.66,ZUARIIND
1026,Apex Frozen Food,203.1,58.02,634.69,-35.75,-61.68,-38.43,-64.39,72.62,0,0.03,-15.97,41.28,-9.13,0,10.65,APEX
1027,Ganesha Ecosphe.,940.05,69.35,2382.74,4.5,-39.7,2.29,354.64,36.44,22.28,9.45,-3.23,39.19,-24.43,-5.87,10.64,GANECOS
1028,Ujjivan Small,46.1,7.16,9029.9,35.97,2.34,5.71,-8.45,73.6,3.99,3.7,40.49,37.45,-2.21,-0.06,10.63,UJJIVANSFB
1029,Medicamen Biotec,413.5,36.71,523.12,29.54,-26.33,3.59,-7.97,43.21,0.67,0.22,34.81,37.64,-31.41,0,10.55,MEDICAMEQ
1030,Heritage Foods,337.95,37.34,3136.04,19.73,95.92,-3.83,20.04,41.3,11.97,1.73,17.46,56.66,2.21,-0.28,10.55,HERITGFOOD
1031,SIS,440.8,21.54,6351.95,5.82,-64.29,-0.01,-50.94,71.58,3.17,16.41,10.26,44.99,-3.52,0,10.55,SIS
1032,Shalby,242.95,32.26,2624.1,6.71,24.74,-9.22,-30.87,74.12,0,4.62,15.89,40.13,-16.07,0,10.55,SHALBY
1033,MMP Industries,262.85,23.41,667.71,10.33,41.97,11.74,91.22,74.48,0.47,5.96,2.89,53.53,-0.55,0,10.5,MMP
1034,BEML Ltd,3091.05,70.46,12871.13,0.96,-27.3,14.2,-6.93,54.03,18.97,9.12,-4.73,51.96,-62.14,0,10.48,BEML
1035,Emami Paper,118.5,15.64,716.93,-12.64,2692.2,13.02,140.06,74.97,3.81,0.5,-14.66,41.63,-3.32,0,10.44,EMAMIPAP
1036,Aarti Industries,655.3,54.73,23754.89,3.86,-9.18,19.12,36.26,43.55,15.82,10.83,-6.39,51.2,-3.15,-0.02,10.44,AARTIIND
1037,TruCap Finance,60.65,102.46,708.99,14.29,346.38,-6.8,103.97,46.84,0,8.43,34.65,44.86,-4.3,-3.93,10.44,TRU
1038,Balrampur Chini,366.15,12.62,7387.05,25.4,97.3,-20.08,-45.06,42.9,21.63,10.49,27.38,46.49,-5.77,0,10.42,BALRAMCHIN
1039,J K Cements,4103.6,45.81,31707.8,20.47,663.75,6.61,61.51,45.7,24.01,15.25,20.92,41.79,-28.64,-0.1,10.42,JKCEMENT
1040,Man Industries,367.6,20.67,2209.39,26.58,-17.74,-18.17,-21.62,46.1,3.31,1.62,47.52,47.73,-8.5,-3.52,10.42,MANINDS
1041,Avadh Sugar,541.4,7.13,1083.8,-11.92,22.77,-25.51,-24.56,60.4,0.85,4.18,10.37,34.14,-18.87,0,10.41,AVADHSUGAR
1042,Khadim India,328.5,61.62,590.3,4.87,-62.03,-0.57,2.23,60.27,6.37,0.01,-3.4,46.43,-12.98,0,10.41,KHADIM
1043,Dynamatic Tech.,6984.75,71.4,4743.65,10.31,60.11,-1.54,-7.11,41.87,11.42,16.77,12.55,53.2,50.7,0,10.39,DYNAMATECH
1044,Orient Bell,353.55,218.56,515.81,-8.45,-207.01,1.6,-586.96,64.96,0.02,0.1,-7.52,53.39,-12.56,-0.23,10.39,ORIENTBELL
1045,Onward Technolog,450.6,29.42,1014.5,-1.46,176.02,-5.11,-29.05,38.15,6.15,2.14,18.84,30.56,-29.27,-6.81,10.37,ONWARDTEC
1046,Shakti Pumps,1342,45.43,2466.62,57.73,301.69,224.4,671.16,56.22,0.31,0.49,8.74,53.04,-10.69,0,10.36,SHAKTIPUMP
1047,Uflex,423.85,90.74,3060.62,-4.97,118.93,-1.78,-206.25,44.58,0.69,7.04,-11.81,46.24,-7.09,0,10.35,UFLEX
1048,Home First Finan,880.55,27.23,7794.29,44.26,34.18,8.4,6.07,23.6,11.72,24.83,46.05,49.75,-25.4,-6.59,10.34,HOMEFIRST
1049,IST,913.8,8.86,1065.87,12.29,56.53,17.15,0.16,74.98,0,0,1.96,40.66,0.89,0,10.32,508807
1050,Prestige Estates,1100.5,26.05,44114.83,-22.49,-9,-19.7,-81.91,65.48,13.17,18.07,10.7,45.91,-32.64,0,10.31,PRESTIGE
1051,S C I,196.95,13.49,9173.93,-10.41,-46.28,22.64,224.53,63.75,7.99,3.27,-9.66,39.08,-4.4,0,10.29,SCI
1052,Ujjivan Fin.Ser.,506.05,7.51,6162.91,37.7,-5.67,5.31,-8.85,0,7.44,34.98,40.57,44.75,-14.59,0,10.29,UJJIVAN
1053,Exide Inds.,307.2,29.94,26112,12.47,1.05,-8.96,-25.02,45.99,19.24,12.94,9.2,42.46,-5.21,0,10.24,EXIDEIND
1054,Zuari Agro Chem.,180.45,2.46,758.94,-40.44,-80.62,-48.85,-57.14,65.28,1,1.58,79.73,42.13,-11.85,0,10.24,ZUARI
1055,Mahindra Holiday,393.75,89.99,7951.56,5.42,188.49,-3.12,-50.86,66.77,10.59,5.23,12.54,47.47,-5.7,-0.04,10.22,MHRIL
1056,Adani Energy Sol,1015.6,97.22,113289.44,28.47,-31.56,24.19,22.58,73.22,3.82,17.49,18.55,44.99,-11.96,0,10.22,ADANIENSOL
1057,Gallantt Ispat L,196.25,23.93,4735.14,5.61,148.59,11.87,9.99,68.93,0,0.01,8.71,45.38,-1.55,0,10.21,GALLANTT
1058,Apollo Tyres,468.35,16.48,29744.95,2.69,73.58,5.03,4.72,37.34,22.02,17.96,6.25,37.78,-8.78,0,10.21,APOLLOTYRE
1059,Rategain Travel,765.2,69.78,9012.37,82.24,205.52,7.37,34.55,51.27,18.77,8.67,80.65,46.95,-12.42,-4.45,10.2,RATEGAIN
